uniprot_id,gene_name,protein_name,seq_length,embed_idx
A0A0T9ZI95,ERS027646_00785,Uncharacterized protein,331,10622
A0A655AJ11,ERS027659_03934,Uncharacterized protein,72,10623
A0A655E3K3,ERS007661_01505,Uncharacterized protein,85,10624
A0A655FYB0,ERS007661_04134,Uncharacterized protein,79,10625
A0A655IV80,ERS007679_03303,Uncharacterized protein,259,10626
A0A655ABP2,glnA1,glutamine synthetase,128,10627
A0A655ANW4,ERS027646_04277,Uncharacterized protein,359,10628
A0A655AP52,ERS027661_04835,Uncharacterized protein,110,10629
A0A655AT46,ERS027659_05331,Uncharacterized protein,54,10630
A0A655EQU2,dnaE1,DNA polymerase III subunit alpha,549,10631
A0A655FUM7,ERS007661_03685,Uncharacterized protein,68,10632
A0A655FXQ1,ERS007661_03872,Uncharacterized protein,91,10633
A0A654TFA1,ERS007681_04067,"Alpha/beta hydrolase superfamily enzyme, hydrolase",93,10634
A0A654TIW4,ERS007681_04497,Uncharacterized protein,127,10635
A0A654U583,ERS007657_03522,Uncharacterized protein,137,10636
A0A654U774,ERS007657_04260,Uncharacterized protein,61,10637
A0A2I7W6Q9,CAB90_01531,Uncharacterized protein,186,10638
A0A2I7W9F6,CAB90_02703,Uncharacterized protein,116,10639
A0A916L8X5,ERS007739_00870,Uncharacterized protein,97,10640
A0A916L9L5,ERS007739_01323,Cytochrome P450,73,10641
A0A916LCW0,fixB,Electron transfer flavoprotein subunit alpha,99,10642
A0A916LHM7,ERS007739_05443,Transmembrane protein,56,10643
A0A916P8U8,ERS007739_03596,Uncharacterized protein,67,10644
A0A916P991,ERS007739_04020,Uncharacterized protein,73,10645
A0A916PHA6,ERS007739_04386,Nucleoside diphosphate-linked moiety X motif19,81,10646
A0A2I7W3I2,CAB90_00483,Uncharacterized protein,270,10647
A0A2I7W8D4,CAB90_02316,Oxidoreductase,121,10648
A0A2I7WAU1,vapB5_1,Antitoxin VapB5,115,10649
A0A2I7W2T7,CAB90_00208,TIGR04338 family metallohydrolase,133,10650
A0A2I7W2H2,CAB90_00117,Uncharacterized protein,57,10651
A0A2I7W9A6,dgt,Deoxyguanosine triphosphate triphosphohydrolase,101,10652
A0A2I7WBT7,CAB90_03398,Uncharacterized protein,178,10653
A0A2I7WDD3,gshA_2,glutamate--cysteine ligase,323,10654
A0A0U0QJ24,espG1,ESX-1 secretion-associated protein EspG1,53,10655
A0A0U0QLJ0,ERS007703_00502,Uncharacterized protein,222,10656
A0A0U0S796,ERS007703_03789,Uncharacterized protein,70,10657
A0A0U0UGJ9,ERS007703_04064,Uncharacterized protein,54,10658
A0A654T566,ERS007681_00579,Uncharacterized protein,82,10659
A0A654TP24,ERS007681_04825,Uncharacterized protein,122,10660
A0A654TYC5,dnaA,Chromosomal replication initiator protein DnaA,395,10661
A0A654U5E5,ERS007657_02898,Uncharacterized protein,57,10662
A0A654TBV2,PPE_2,"Conserved protein of uncharacterized function, PPE family",241,10663
A0A654U3B7,ERS007657_02619,Secreted protein,90,10664
A0A654U868,ERS007657_04409,S-adenosyl-L-homocysteine hydrolase,56,10665
A0A654U151,metS,methionine--tRNA ligase,366,10666
A0A654ZWW2,ERS027646_00363,Uncharacterized protein,62,10667
A0A655A219,ERS027661_02033,DNA-binding protein,570,10668
A0A655AFX0,ERS027661_03585,Uncharacterized protein,161,10669
A0A655APD1,ERS027646_03483,Uncharacterized protein,211,10670
A0A655CTW1,papA2_1,Polyketide synthase,228,10671
A0A655HRL5,hemY,Protoporphyrinogen oxidase,113,10672
A0A655JK80,bmr3_2,Multidrug ABC transporter,265,10673
A0A916LAD2,ERS007739_01788,Transmembrane protein,75,10674
A0A916LD10,ERS007739_03375,Uncharacterized protein,77,10675
A0A654TP91,ERS007688_02547,Uncharacterized protein,86,10676
A0A655IRD3,ERS007741_01432,Uncharacterized protein,139,10677
A0A655JRL1,ERS007741_04510,LuxR family transcriptional regulator,103,10678
A0A655J603,ERS007741_02454,Proline dehydrogenase,228,10679
A0A655AK05,ERS027659_04181,Uncharacterized protein,72,10680
A0A655AWS9,ERS027646_04921,Sugar ABC transporter ATP-binding protein,76,10681
A0A655FP53,ephE,Epoxide hydrolase,51,10682
A0A655J6P9,ERS007741_02601,Membrane protein,199,10683
A0A655JEY2,ERS007720_03317,Uncharacterized protein,92,10684
A0A654TU84,ERS007688_04405,Uncharacterized protein,52,10685
A0A654U6N9,ERS007657_04211,Oxidoreductase,73,10686
A0A655AW99,ERS027659_05082,"Conserved protein of uncharacterized function, possible of LysR/OxyR-like transc",70,10687
A0A9P1LD16,ERS053720_03910,PE-PGRS family protein,447,10688
A0A916LA37,ERS007739_01616,Transposase,72,10689
A0A916LCQ1,ERS007739_03189,Uncharacterized protein,101,10690
A0A916LFI5,ERS007739_04727,Uncharacterized protein,60,10691
A0A916LGU0,ERS007739_05169,Uncharacterized protein,52,10692
A0A0U0QUY7,ERS007703_01411,Uncharacterized protein,74,10693
A0A0U0T5L9,ERS007703_05047,Uncharacterized protein,63,10694
A0A0U0SZS3,secA2,Preprotein translocase subunit SecA,288,10695
A0A916LDD3,ERS007739_03329,Secreted protein,154,10696
A0A916PAI1,ERS007739_05618,Uncharacterized protein,65,10697
A0A916PDK0,ERS007739_05084,DAPG hydrolase PhiG domain-containing protein,55,10698
A0A916PG30,ERS007739_00771,Uncharacterized protein,234,10699
A0A916PHM2,ERS007739_05283,Uncharacterized protein,84,10700
A0A0U0T8U3,ERS007703_05070,PPE family protein,103,10701
A0A2I7W2E8,CAB90_00026,Uncharacterized protein,168,10702
A0A2I7WCI9,CAB90_03818,DNA polymerase IV,124,10703
A0A2I7WCY2,CAB90_03795,Uncharacterized protein,124,10704
A0A0U0RIL4,ERS007703_02797,Uncharacterized protein,51,10705
A0A0U0RJB6,ERS007703_02822,Uncharacterized protein,125,10706
A0A0U0SNP2,ERS007703_04636,Uncharacterized protein,110,10707
A0A2I7W4U7,CAB90_00986,FIST N domain protein,329,10708
A0A2I7W9L4,CAB90_02741,Uncharacterized protein,335,10709
A0A2I7W551,CAB90_01087,Magnesium chelatase,459,10710
A0A2I7W5E9,CAB90_01158,Uncharacterized protein,111,10711
A0A654U4G3,ERS007657_03006,Uncharacterized protein,62,10712
A0A916LAD6,ERS007739_01568,Uncharacterized protein,78,10713
A0A654TCH8,ERS007681_03169,Integral membrane protein,291,10714
A0A2I7WD78,CAB90_04071,Uncharacterized protein,90,10715
A0A654TDE2,fadD3,Fatty-acid-CoA ligase,321,10716
A0A654TR78,pntAa_2,proton-translocating NAD(P)(+) transhydrogenase,79,10717
A0A655JBV2,ERS007679_04165,"Is6110, transposase",90,10718
A0A2I7W920,CAB90_02532,DUF3145 domain-containing protein,107,10719
A0A654ZXP0,ERS027659_01640,Uncharacterized protein,186,10720
A0A655A086,ERS027661_01724,Enzyme,65,10721
A0A655AEP3,ERS027646_02357,Possible exported protein,112,10722
A0A655AMZ9,ERS027659_04115,Uncharacterized protein,78,10723
A0A655AVN8,ERS027661_05014,Integral membrane protein,105,10724
A0A655AYF8,dinG,ATP-dependent helicase DinG,115,10725
A0A655EG87,ERS007661_01773,Uncharacterized protein,114,10726
A0A655J611,pyrF,orotidine-5'-phosphate decarboxylase,81,10727
A0A655E9C6,ERS007661_01662,PE family protein,58,10728
A0A2I7W5S4,CAB90_01336,Uncharacterized protein,177,10729
A0A2I7W6P0,CAB90_01508,Uncharacterized protein,208,10730
A0A2I7W6T2,CAB90_01724,Uncharacterized protein,168,10731
A0A2I7W7J3,CAB90_01956,DUF2382 domain-containing protein,217,10732
A0A0U0T4D2,mmsA_2,Methylmalonate-semialdehyde dehydrogenase,309,10733
A0A916L810,ERS007739_00510,Uncharacterized protein,83,10734
A0A2I7W8G4,CAB90_02307,Uncharacterized protein,170,10735
A0A2I7WA63,CAB90_02947,Uncharacterized protein,54,10736
A0A2I7WAB0,CAB90_03005,Protease,152,10737
A0A2I7WAE5,miaA,tRNA dimethylallyltransferase,314,10738
A0A2I7WCN0,CAB90_03853,Transposase,251,10739
A0A654T771,ERS007681_01349,Uncharacterized protein,75,10740
A0A654T5J8,ERS007681_00666,13e12 repeat containing protein,135,10741
A0A654TH26,ERS007688_00622,Uncharacterized protein,87,10742
A0A654U2F9,adhD,Aldehyde reductase,102,10743
A0A655FWT3,ERS007661_03674,Aminoglycoside phosphotransferase,66,10744
A0A655FZF3,ERS007661_04512,Uncharacterized protein,62,10745
A0A2I7W8E5,CAB90_02326,Uncharacterized protein,141,10746
A0A2I7W8N6,mshC,Cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase,131,10747
A0A2I7WAI6,PPE43,PPE family protein PPE43,261,10748
A0A654U808,ERS007657_04666,Uncharacterized protein,58,10749
A0A655A3I4,ERS027646_01314,Uncharacterized protein,278,10750
A0A655A3P9,dfp,DNA/pantothenate metabolism flavoprotein,209,10751
A0A655APQ7,ERS027646_03423,Uncharacterized protein,251,10752
A0A655AW17,ERS027646_04499,Uncharacterized protein,166,10753
A0A655DBN1,ERS007661_00852,Uncharacterized protein,101,10754
A0A655JA35,ERS007741_02807,Secreted protein,78,10755
A0A655JRH5,ERS007720_04654,PE PGRS family protein,60,10756
A0A655FYB5,espI,ESX-1 secretion-associated protein EspI,52,10757
A0A655HUL6,ERS007679_00952,Uncharacterized protein,99,10758
A0A655I966,ERS007679_02220,Putative Mce associated membrane protein,163,10759
A0A654U3T0,ERS007657_03139,Putative transmembrane protein,97,10760
A0A654U3W9,cyp135B1,Cytochrome P450,94,10761
A0A654ZTD6,ERS027661_01393,Uncharacterized protein,182,10762
A0A655A5H9,ERS027661_02601,Secreted protein,76,10763
A0A655FTH8,ERS007661_03494,Transposase,199,10764
A0A655AQK1,pth,Peptidyl-tRNA hydrolase,59,10765
A0A916LAL0,ERS007739_01925,Transcriptional regulator,116,10766
A0A916LFE9,ERS007739_04516,Uncharacterized protein,57,10767
A0A916LB93,ERS007739_01919,Uncharacterized protein,52,10768
A0A654TP61,ERS007688_02655,Uncharacterized protein,240,10769
A0A654U3D6,ERS007657_02907,Uncharacterized protein,183,10770
A0A654ZW56,ERS027659_01904,Uncharacterized protein,351,10771
A0A655JMV0,pmmA,Phosphomannomutase,195,10772
A0A654ZKJ6,nadE,NAD synthetase,181,10773
A0A655ACD6,ERS027646_01784,Uncharacterized protein,115,10774
A0A655APY2,ERS027661_04362,PPE family protein,197,10775
A0A655AYU9,ERS027661_05053,Uncharacterized protein,67,10776
A0A655CVL7,ERS007661_00444,Uncharacterized protein,113,10777
A0A655I100,tkt,Transketolase,86,10778
A0A655JS87,gabD2,Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2,160,10779
A0A655INM1,ERS007679_02991,Uncharacterized protein,168,10780
A0A655AUB3,hisS,Histidyl-tRNA synthetase,68,10781
A0A916LAK0,ERS007739_01896,Transcriptional regulator,188,10782
A0A916LBL3,ERS007739_02601,Uncharacterized protein,117,10783
A0A916LCE4,ERS007739_03024,Uncharacterized protein,150,10784
A0A916LCM9,fadD3,Fatty-acid-CoA ligase,82,10785
A0A916PBR1,ERS007739_02216,Uncharacterized protein,183,10786
A0A916P938,ERS007739_03928,Uncharacterized protein,52,10787
A0AA44LJH2,A4S10_00028,Uncharacterized protein,89,10788
A0A916P7Y2,ERS007739_02064,LmbP protein,139,10789
A0A0U0SKG2,ERS007703_02999,Transposase,95,10790
A0A2I7WBN5,CAB90_03504,Uncharacterized protein,50,10791
A0A2I7W6S7,CAB90_01708,Uncharacterized protein,178,10792
A0A2I7WB75,ddlA,D-alanine--D-alanine ligase,129,10793
A0A916PCJ5,ERS007739_03367,Uncharacterized protein,83,10794
A0A654TB87,ERS007681_02714,Uncharacterized protein,80,10795
A0A654TBY5,lipI_1,Lipase,90,10796
A0A654TIX6,ERS007681_04501,Uncharacterized protein,67,10797
A0A654TNK1,ERS007688_02368,Sugar-binding lipoprotein,80,10798
A0A654TX07,ERS007657_00604,Uncharacterized protein,119,10799
A0A654TXP8,ERS007657_00880,Uncharacterized protein,166,10800
A0A654U4I6,ERS007657_03412,Regulatory protein,101,10801
A0A654U652,ERS007657_03801,Uncharacterized protein,159,10802
A0A654U7C2,ERS007657_03588,ESAT-6 like protein ESXF,83,10803
A0A655CZN7,ERS007661_00573,Transposase,107,10804
A0A654U5H6,lgrD_2,Peptide synthetase,185,10805
A0A655APC0,serA1,D-3-phosphoglycerate dehydrogenase,106,10806
A0A655AUY1,ERS027646_04902,Uncharacterized protein,112,10807
A0A655BGU8,ERS027646_01934,PPE family protein,154,10808
A0A655IP74,ERS007741_01393,Uncharacterized protein,56,10809
A0A655JH50,ERS007679_04479,Uncharacterized protein,85,10810
A0A655JRZ8,ERS007720_04718,Uncharacterized protein,172,10811
A0A916LA56,ERS007739_01309,Uncharacterized protein,80,10812
A0A916LHG3,ERS007739_05454,Uncharacterized protein,59,10813
A0A916PC21,ERS007739_03127,Secreted protein,64,10814
A0A916LE31,ERS007739_03557,Uncharacterized protein,51,10815
A0A654TKD7,ERS007681_04636,Uncharacterized protein,189,10816
A0A654TPI1,ERS007688_02123,Uncharacterized protein,96,10817
A0A654TA27,ERS007681_02264,Membrane protein,190,10818
A0A654U827,fabG3,20-beta-hydroxysteroid dehydrogenase fabG3,51,10819
A0A655A3J5,ERS027661_02057,Uncharacterized protein,190,10820
A0A655AAH4,ERS027659_02838,Transposase,234,10821
A0A655AP09,ERS027646_04217,Uncharacterized protein,121,10822
A0A0T9VK70,ERS027659_01781,Uncharacterized protein,367,10823
A0A655AJP5,ERS027661_03714,Membrane protein,131,10824
A0A655AMV9,ERS027659_04819,Uncharacterized protein,117,10825
A0A655ASR8,ERS027661_04573,Methyltransferase,161,10826
A0A655AWU1,ERS027659_05109,Na/Pi-cotransporter II-related protein,64,10827
A0A655FZW1,ERS007661_04483,Putative monooxygenase,74,10828
A0A655J6L8,ERS007720_02734,Uncharacterized protein,88,10829
A0A655JHD4,ERS007720_03585,Uncharacterized protein,58,10830
A0A655JQ09,espG1,ESX-1 secretion-associated protein EspG1,196,10831
A0A916L7K0,glf,UDP-galactopyranose mutase,217,10832
A0A916PBV7,ERS007739_02886,Uncharacterized protein,116,10833
A0A916PGN1,ERS007739_02626,Uncharacterized protein,213,10834
A0A916LC69,ERS007739_02756,Uncharacterized protein,53,10835
A0A0U0SAV8,ERS007703_03918,Uncharacterized protein,72,10836
A0A0U0S8B0,ERS007703_03799,Acyltransferase,78,10837
A0A0U0SZ15,ERS007703_04835,Uncharacterized protein,143,10838
A0A916LCJ5,ERS007739_02953,Uncharacterized protein,68,10839
A0A916LDS5,ERS007739_03376,Uncharacterized protein,184,10840
A0A916LFG7,ERS007739_04799,PPE family protein,96,10841
A0A916LGC0,ERS007739_04267,Uncharacterized protein,95,10842
A0A916PCD1,ERS007739_03646,Uncharacterized protein,106,10843
A0A0U0TCQ7,ERS007703_05283,Uncharacterized protein,84,10844
A0A0T9F8V9,ERS007703_02517,Uncharacterized protein,130,10845
A0A654T4G2,ERS007681_00334,Uncharacterized protein,191,10846
A0A654T7G9,ERS007681_01460,Tetronasin ABC transporter substrate-binding protein,235,10847
A0A654U365,echA16,Enoyl-CoA hydratase,78,10848
A0A654U839,ERS007657_04329,Phosphoribosylformylglycinamidine synthase II,82,10849
A0A2I7W3M1,psd,Phosphatidylserine decarboxylase,231,10850
A0A2I7W3Y7,CAB90_00651,Uncharacterized protein,117,10851
A0A2I7WDB3,CAB90_04118,Transmembrane protein,318,10852
A0A655A7G7,fadD29,Fatty-acid-CoA ligase,116,10853
A0A655AD51,ERS027661_03226,Hypothetical alanine and arginine rich protein,241,10854
A0A654U7P8,ERS007657_04443,Uncharacterized protein,56,10855
A0A655A0H0,ERS027661_02272,Uncharacterized protein,166,10856
A0A655A4I8,ERS027659_02086,Uncharacterized protein,101,10857
A0A655AWY9,ERS027661_04969,Polyketide cyclase,64,10858
A0A655FFC2,ERS007661_02850,Secreted protein,94,10859
A0A655FNC7,eccB1_2,ESX conserved component EccB5,86,10860
A0A655IT36,nuoM_2,NADH dehydrogenase subunit M,269,10861
A0A655JGQ7,purH,Bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclo,94,10862
A0A655JLC9,ERS007679_04655,Phosphatase,149,10863
A0A2I7W8R9,CAB90_02449,Uncharacterized protein,133,10864
A0A2I7W3V9,CAB90_00622,Oxidoreductase,262,10865
A0A2I7W5I7,CAB90_01224,Uncharacterized protein,79,10866
A0A2I7W6G0,carB,carbamoyl-phosphate synthase (glutamine-hydrolyzing),176,10867
A0A2I7WDM2,CAB90_04233,Uncharacterized protein,145,10868
A0A0U0QI24,ERS007703_00046,Uncharacterized protein,89,10869
A0A2I7W3A2,CAB90_00253,Uncharacterized protein,101,10870
A0A2I7W8T9,CAB90_02479,Uncharacterized protein,125,10871
A0A0T7PMU7,PE12,PE family protein,87,10872
A0A654TAE3,ERS007681_02557,MarR family transcriptional regulator,148,10873
A0A654TJT3,ERS007681_04556,Conserved membrane protein of uncharacterized function,108,10874
A0A654TNE0,ERS007688_01829,Uncharacterized protein,77,10875
A0A654TTZ7,ERS007688_04321,Lysophospholipase,97,10876
A0A654U4H3,ERS007657_03303,Uncharacterized protein,68,10877
A0A655ALY2,ERS027661_04091,Short-chain dehydrogenase/reductase,167,10878
A0A655AWT7,ERS027646_04645,Uncharacterized protein,211,10879
A0A916LFH3,ERS007739_04106,Uncharacterized protein,62,10880
A0A916PH27,ERS007739_03781,Secreted protein,63,10881
A0A2I7W5C6,CAB90_01186,Uncharacterized protein,71,10882
A0A2I7W5Y0,CAB90_01238,Uncharacterized protein,99,10883
A0A2I7W9D4,CAB90_02668,Uncharacterized protein,135,10884
A0A654ZTT0,ERS027659_00964,Hypothetical alanine and valine rich protein,64,10885
A0A655APB0,ERS027659_04976,Uncharacterized protein,124,10886
A0A655AU53,ERS027659_05003,"Hypothetical ala-, pro-rich protein",106,10887
A0A655AWV6,ERS027646_04938,PE family protein,122,10888
A0A655AXY7,ERS027659_05218,Transposase,54,10889
A0A655CS73,ERS007661_00414,Uncharacterized protein,105,10890
A0A655IJV6,recF,DNA replication and repair protein RecF,229,10891
A0A655IV25,ERS007720_01964,PE-family protein,81,10892
A0A655JQT3,ERS007741_04420,Uncharacterized protein,184,10893
A0A655JRY3,ERS007741_04496,Uncharacterized protein,90,10894
A0A654TW41,ERS007657_00231,Uncharacterized protein,142,10895
A0A654U7B4,ERS007657_04245,Uncharacterized protein,66,10896
A0A655JRP7,ERS007720_04673,Aminoglycoside phosphotransferase,182,10897
A0A655AUE4,ERS027661_04904,Uncharacterized protein,104,10898
A0A655DY48,whiA,Sporulation transcription regulator whiA,71,10899
A0A655E9R6,ispH_2,LytB-related protein lytB1,240,10900
A0A655I5W1,ERS007741_00117,Glycerol-3-phosphate acyltransferase,306,10901
A0A654TRU5,ERS007688_03530,Uncharacterized protein,267,10902
A0A655AK06,ethR_2,TetR family transcriptional regulator,138,10903
A0A916LGL2,ERS007739_05140,Uncharacterized protein,87,10904
A0A916LH53,ERS007739_04722,Uncharacterized protein,94,10905
A0A916P9W5,ERS007739_04947,Uncharacterized protein,70,10906
A0A916PA47,ERS007739_00499,Uncharacterized protein,95,10907
A0A916LH00,ERS007739_05134,Uncharacterized protein,66,10908
A0A654TYR3,ERS007657_01016,Uncharacterized protein,142,10909
A0A654U1R7,ERS007657_02308,Uncharacterized protein,67,10910
A0A654U7N3,hspR,MerR family transcriptional regulator,113,10911
A0A655AUD2,serS,serine--tRNA ligase,103,10912
A0A655FVE6,ERS007661_03749,EthD domain-containing protein,91,10913
A0A655CKP7,ERS007661_00227,Integral membrane alanine and leucine rich protein,90,10914
A0A655F7V8,ERS007661_02633,Uncharacterized protein,52,10915
A0A655FY03,ERS007661_04045,Uncharacterized protein,103,10916
A0A655JQA8,ERS007741_04319,Uncharacterized protein,179,10917
A0A655AQ88,groL2,60 kDa chaperonin 2 (Protein Cpn60 2) (GroEL),165,10918
A0A655DN40,tam,Trans-aconitate methyltransferase,121,10919
A0A916LEL0,ERS007739_04197,Uncharacterized protein,75,10920
A0A916P7W6,ERS007739_01987,Uncharacterized protein,66,10921
A0A916PC80,ERS007739_03403,Uncharacterized protein,86,10922
A0A0U0S0R6,ERS007703_03497,Uncharacterized protein,74,10923
A0A0U0RST8,lppZ,"Conserved lipoprotein of uncharacterized function, LppZ",86,10924
A0A0U0SA71,ERS007703_03873,Uncharacterized protein,101,10925
A0A0U0STV0,ydiK,Conserved membrane protein of uncharacterized function,264,10926
A0A916PAK8,hrcA,Heat shock protein transcriptional repressor HRCA,65,10927
A0A916L9Y1,ERS007739_01534,Phage integrase family protein,54,10928
A0A916LBA5,ERS007739_02403,Oxidoreductase,100,10929
A0A916LF47,ERS007739_04366,Uncharacterized protein,93,10930
A0A916P9G5,ERS007739_04323,Uncharacterized protein,74,10931
A0A916LDT3,fadD13,Chain-fatty-acid-CoA ligase,193,10932
A0A0U0S6B9,ERS007703_03834,Uncharacterized protein,159,10933
A0A2I7W6H3,ribG,Bifunctional riboflavin biosynthesis diaminohydroxyphosphoribosylaminopyrimidine,91,10934
A0A2I7W8U2,pepB,Probable cytosol aminopeptidase,559,10935
A0A2I7WC04,CAB90_03645,Uncharacterized protein,203,10936
A0A2I7WDK5,CAB90_04018,Uncharacterized protein,122,10937
A0A0U0T3H8,ERS007703_04868,Uncharacterized protein,50,10938
A0A654U1B2,msrA,peptide-methionine (S)-S-oxide reductase,156,10939
A0A655A796,embB,Indolylacetylinositol arabinosyltransferase,268,10940
A0A655ADK2,pntAa,proton-translocating NAD(P)(+) transhydrogenase,220,10941
A0A655AJ58,zwf_1,Glucose-6-phosphate dehydrogenase,323,10942
A0A655A7E0,ERS027646_01891,Uncharacterized protein,176,10943
A0A655DQ14,ERS007661_01172,Uncharacterized protein,296,10944
A0A655FKL2,ERS007661_03095,PPE family protein,270,10945
A0A655JEK9,ERS007720_03322,Uncharacterized protein,74,10946
A0A655ETC3,ERS007661_02101,Uncharacterized protein,160,10947
A0A655JR75,narK1,Nitrite extrusion protein 1,181,10948
A0A655IFI8,ERS007741_00816,Uncharacterized protein,86,10949
A0A916LA48,ERS007739_01521,Secreted protein,70,10950
A0A916P8Y5,ERS007739_03551,"Cullin, a subunit of E3 ubiquitin ligase",134,10951
A0A916PDB8,espK,ESX-1 secretion-associated protein EspK Alanine and proline rich protein,94,10952
A0A654TMF8,ERS007681_04828,Uncharacterized protein,108,10953
A0A654ZTI2,ERS027659_01514,Uncharacterized protein,92,10954
A0A654ZX51,ERS027659_01989,Transposase,121,10955
